"","568_4","568_5","581_5","611_5","E05_5","E1_4","E1_5","E2_4","E2_5","E3_4","E3_5"
"ASV_173",0,11,19,0,0,0,0,0,0,13,49
"ASV_388",0,0,43,0,0,0,0,0,0,0,0
"ASV_1102",0,0,0,0,2,0,0,0,0,0,0
"ASV_46",0,0,0,0,3,0,9,16,97,0,6
"ASV_1374",0,0,3,0,0,0,0,0,0,0,0
"ASV_839",0,0,0,0,4,0,0,0,0,0,0
"ASV_328",0,0,50,0,0,0,0,0,2,0,0
"ASV_696",0,2,0,0,3,0,5,0,0,0,0
"ASV_940",0,0,0,0,3,0,0,0,0,0,0
"ASV_1388",0,0,0,0,1,0,0,0,0,0,0
"ASV_99",0,0,9,0,37,0,0,0,5,10,8
"ASV_188",0,0,0,0,34,0,0,0,0,0,0
"ASV_307",0,0,0,0,9,0,3,0,0,0,18
"ASV_678",0,0,0,0,0,0,0,1,4,0,6
"ASV_1113",0,0,0,0,0,0,0,0,3,0,0
"ASV_152",0,0,0,0,0,0,4,9,27,0,13
"ASV_866",0,0,0,0,0,0,0,0,0,0,8
"ASV_68",0,0,0,0,20,0,0,10,42,0,30
"ASV_387",0,0,0,0,0,0,0,5,14,0,0
"ASV_1101",0,0,0,0,2,0,0,0,0,0,0
"ASV_721",0,0,0,0,6,0,0,0,0,0,0
"ASV_1053",0,0,0,0,3,0,0,0,0,0,0
"ASV_1217",0,0,0,0,0,0,0,0,0,0,4
"ASV_283",0,0,0,0,0,0,0,5,22,0,0
"ASV_1436",0,0,0,3,0,0,0,0,0,0,0
"ASV_401",0,0,14,0,6,0,0,0,0,0,2
"ASV_70",0,0,2,0,0,0,22,18,57,0,0
"ASV_92",0,0,0,0,0,0,0,0,0,17,116
"ASV_74",0,0,74,0,15,0,0,4,10,9,16
"ASV_234",0,39,8,0,7,0,0,0,0,0,6
"ASV_1372",0,0,3,0,0,0,0,0,0,0,0
"ASV_607",0,0,0,0,0,0,0,0,0,0,16
"ASV_250",0,0,0,0,2,0,0,5,18,0,10
"ASV_315",0,0,36,0,5,0,0,0,0,0,0
"ASV_502",0,17,0,0,0,0,7,0,0,0,0
"ASV_75",0,0,8,0,20,0,0,5,32,15,28
"ASV_288",0,9,5,3,0,0,8,2,7,0,8
"ASV_1419",0,2,0,0,0,0,0,0,0,0,0
"ASV_732",0,0,0,5,1,0,3,0,0,0,3
"ASV_896",0,0,7,0,1,0,0,0,0,0,0
"ASV_552",0,0,5,0,0,0,0,0,6,0,0
"ASV_337",0,0,0,0,5,0,0,0,0,0,26
"ASV_143",0,0,0,0,0,0,13,10,34,0,0
"ASV_444",0,0,0,0,0,0,0,2,5,18,8
"ASV_135",0,0,0,0,13,0,0,10,29,0,0
"ASV_109",0,28,20,0,0,0,20,6,22,0,0
"ASV_521",0,0,0,0,0,0,17,0,0,0,0
"ASV_660",0,0,0,0,0,0,0,0,0,0,14
"ASV_332",0,0,0,35,0,0,0,0,5,0,0
"ASV_884",0,0,0,0,0,0,0,0,0,0,8
"ASV_229",0,0,6,0,9,0,28,0,0,0,0
"ASV_201",0,0,0,0,10,0,0,0,0,0,16
"ASV_138",0,0,7,18,17,0,13,6,8,0,0
"ASV_524",0,0,8,0,7,0,0,0,0,0,0
"ASV_217",0,0,48,0,9,0,0,0,4,0,0
"ASV_1061",0,0,0,0,0,0,4,0,0,0,0
"ASV_1509",0,0,0,3,0,0,0,0,0,0,0
"ASV_557",0,0,3,0,0,0,5,2,4,0,0
"ASV_750",0,2,0,3,1,0,0,0,0,0,4
"ASV_925",0,0,0,0,4,0,0,0,0,0,0
"ASV_466",0,0,0,0,4,0,0,2,8,0,0
"ASV_205",0,10,24,0,0,0,0,0,0,7,29
"ASV_829",0,0,0,6,3,0,0,0,0,0,0
"ASV_1558",0,2,0,0,0,0,0,0,0,0,0
"ASV_418",0,36,0,0,0,0,0,0,0,0,0
"ASV_225",0,0,14,21,8,0,6,0,3,0,0
"ASV_1189",0,5,0,0,0,0,0,0,0,0,0
"ASV_917",0,7,0,0,1,0,0,0,0,0,0
"ASV_1120",0,3,0,0,0,0,0,0,0,0,2
"ASV_249",0,0,0,16,0,0,12,3,14,0,0
"ASV_1039",0,0,0,0,0,0,0,0,0,0,6
"ASV_897",0,0,4,0,2,0,0,0,0,0,0
"ASV_252",0,0,0,0,3,0,5,0,0,8,37
"ASV_455",0,0,0,0,5,0,0,0,3,0,11
"ASV_98",0,0,0,2,0,0,56,4,22,0,0
"ASV_181",0,11,6,0,0,0,0,0,0,5,52
"ASV_1601",0,0,0,0,0,0,0,1,0,0,0
"ASV_1188",0,5,0,0,0,0,0,0,0,0,0
"ASV_391",0,7,0,24,5,0,0,0,0,0,0
"ASV_792",0,0,0,0,1,0,0,0,0,0,0
"ASV_510",0,12,4,13,0,0,0,0,0,0,0
"ASV_1452",0,0,0,0,1,0,0,0,0,0,0
"ASV_947",0,0,0,0,0,0,4,0,1,0,0
"ASV_379",0,0,0,0,0,0,23,0,0,0,3
"ASV_431",0,0,0,11,6,0,0,1,4,0,0
"ASV_637",0,14,2,0,0,0,0,0,0,0,0
"ASV_1062",0,0,0,0,0,0,4,0,0,0,0
"ASV_342",0,10,4,16,7,0,0,0,0,0,0
"ASV_1150",0,0,0,0,0,0,0,0,0,0,4
"ASV_271",0,0,0,5,5,0,0,0,0,0,0
"ASV_973",0,0,0,0,0,0,0,0,0,0,7
"ASV_1114",0,0,0,0,0,0,0,0,0,0,5
"ASV_264",0,0,0,0,0,0,0,1,13,0,25
"ASV_1392",0,0,0,0,1,0,0,0,0,0,0
"ASV_323",0,37,0,0,0,0,0,0,0,0,10
"ASV_488",0,20,0,9,1,0,0,0,0,0,0
"ASV_642",0,0,21,0,0,0,0,0,0,0,0
"ASV_561",0,23,0,0,0,0,0,0,0,0,0
"ASV_768",0,14,0,0,0,0,0,0,0,0,0
"ASV_567",0,0,0,21,0,0,0,0,0,0,0
"ASV_365",0,0,0,0,8,0,0,0,0,0,16
"ASV_359",0,13,0,0,0,0,18,0,0,0,0
"ASV_1097",0,0,0,8,0,0,0,0,0,0,0
"ASV_111",0,14,4,0,15,0,19,4,17,0,0
"ASV_781",0,0,0,0,5,0,0,0,0,0,0
"ASV_901",0,0,0,5,0,0,0,0,0,0,4
"ASV_243",0,70,0,0,0,0,0,0,0,0,0
"ASV_1534",0,0,0,0,0,0,1,0,0,0,0
"ASV_42",0,0,0,0,0,0,188,0,0,0,0
"ASV_795",0,0,0,0,5,0,0,0,0,0,0
"ASV_320",0,38,0,9,0,0,0,0,0,0,4
"ASV_330",0,0,5,0,0,0,8,1,6,0,12
"ASV_1119",0,4,0,0,0,0,0,0,1,0,0
"ASV_1004",0,2,0,0,1,0,0,0,0,0,0
"ASV_1618",0,0,0,0,0,0,0,0,0,0,1
"ASV_706",0,0,4,0,0,0,0,0,0,0,9
"ASV_579",0,0,0,0,0,0,0,0,0,4,16
"ASV_618",0,0,0,0,6,0,3,0,0,0,0
"ASV_990",0,0,0,0,0,0,5,0,0,0,0
"ASV_544",0,0,4,0,0,0,0,1,7,0,4
"ASV_530",0,0,24,0,1,0,0,0,0,0,0
"ASV_357",0,0,0,21,0,0,0,0,0,0,0
"ASV_437",0,0,0,0,8,0,8,0,0,0,0
"ASV_861",0,0,0,0,4,0,0,0,0,0,0
"ASV_880",0,0,0,0,0,0,3,0,3,0,0
"ASV_931",0,0,0,0,0,0,0,0,4,0,0
"ASV_190",0,0,0,38,20,0,0,0,0,0,5
"ASV_935",0,0,10,0,0,0,0,0,0,0,0
"ASV_770",0,6,0,0,0,0,5,0,0,0,0
"ASV_1106",0,0,0,0,2,0,0,0,0,0,0
"ASV_979",0,0,4,0,0,0,0,0,2,0,0
"ASV_1266",0,0,0,0,0,0,3,0,0,0,0
"ASV_938",0,0,0,3,3,0,0,0,0,0,0
"ASV_674",0,0,0,0,2,0,0,0,0,4,8
"ASV_788",0,0,14,0,0,0,0,0,0,0,0
"ASV_482",0,2,0,3,8,0,2,0,0,0,0
"ASV_639",0,8,2,0,2,0,0,0,2,0,0
"ASV_485",0,0,0,0,3,0,11,0,2,0,0
"ASV_375",0,4,4,2,3,0,0,2,6,0,4
"ASV_709",0,7,10,0,0,0,0,0,0,0,0
"ASV_290",0,0,0,2,5,0,4,2,13,0,4
"ASV_353",0,8,0,0,0,0,0,3,7,3,8
"ASV_1041",0,7,0,0,0,0,0,0,0,0,0
"ASV_1480",0,0,0,0,0,0,0,0,0,0,2
"ASV_1600",0,0,0,0,0,0,0,1,0,0,0
"ASV_1525",0,0,0,0,1,0,0,0,0,0,0
"ASV_273",0,18,4,0,4,0,2,0,3,0,16
"ASV_893",0,10,0,0,0,0,0,0,0,0,0
"ASV_196",0,8,0,0,11,0,20,2,0,0,9
"ASV_525",0,0,0,6,0,0,0,0,10,0,0
"ASV_326",0,0,13,0,14,0,0,0,0,0,0
"ASV_405",0,20,0,0,0,0,3,0,0,0,10
"ASV_652",0,0,9,0,0,0,4,0,0,0,0
"ASV_1683",0,0,0,0,0,0,0,0,0,0,1
"ASV_1023",0,7,0,0,0,0,0,0,0,0,0
"ASV_1399",0,0,0,0,0,0,0,0,1,0,0
"ASV_1412",0,2,0,0,0,0,0,0,0,0,0
"ASV_16",0,0,0,0,0,0,0,88,443,19,49
"ASV_281",0,4,0,0,19,0,0,0,0,0,0
"ASV_187",0,0,7,0,3,0,0,7,27,0,0
"ASV_951",0,0,0,0,0,0,0,2,2,0,0
"ASV_129",0,0,21,0,2,0,0,7,30,0,12
"ASV_681",0,0,0,0,0,0,0,0,0,0,8
"ASV_351",0,0,0,0,0,0,0,0,0,7,31
"ASV_58",0,0,45,50,35,0,39,0,0,0,0
"ASV_198",0,0,10,4,0,0,0,0,0,11,47
"ASV_819",0,0,0,0,5,0,0,0,0,0,0
"ASV_136",0,0,0,0,0,0,0,18,35,0,0
"ASV_412",0,0,0,0,0,0,15,0,0,0,10
"ASV_959",0,0,9,0,0,0,0,0,0,0,0
"ASV_350",0,4,0,0,15,0,0,0,0,0,0
"ASV_128",0,0,25,0,10,0,0,9,25,0,0
"ASV_569",0,0,0,0,4,0,0,0,6,0,0
"ASV_316",0,0,33,0,0,0,0,0,0,0,9
"ASV_406",0,0,0,10,0,0,19,0,0,0,0
"ASV_824",0,0,0,0,0,0,0,0,0,0,9
"ASV_886",0,0,4,0,2,0,0,0,0,0,0
"ASV_625",0,0,0,25,0,0,0,0,0,0,0
"ASV_757",0,0,4,13,0,0,0,0,0,0,0
"ASV_547",0,0,0,0,0,0,0,0,0,7,16
"ASV_313",0,0,0,0,0,0,0,4,20,0,0
"ASV_920",0,2,0,0,3,0,0,0,0,0,0
"ASV_995",0,0,0,0,0,0,0,0,4,0,0
"ASV_1390",0,0,0,0,1,0,0,0,0,0,0
"ASV_161",0,0,0,0,28,0,7,0,5,0,7
"ASV_1589",0,0,0,0,1,0,0,0,0,0,0
"ASV_873",0,0,0,3,0,0,1,0,2,0,2
"ASV_255",0,0,6,12,13,0,0,0,3,0,3
"ASV_904",0,0,0,0,2,0,0,0,0,0,3
"ASV_571",0,0,0,0,0,0,0,0,11,0,0
"ASV_827",0,0,5,0,0,0,0,0,0,0,0
"ASV_179",0,0,0,0,0,0,0,8,37,0,0
"ASV_50",0,0,0,0,0,0,0,14,108,0,0
"ASV_956",0,9,0,0,0,0,0,0,0,0,0
"ASV_1224",0,0,5,0,0,0,0,0,0,0,0
"ASV_791",0,0,5,11,0,0,0,0,0,0,0
"ASV_522",0,0,0,0,0,0,2,0,0,0,18
"ASV_556",0,3,0,25,0,0,0,0,0,0,0
"ASV_132",0,0,47,13,8,0,5,0,16,0,0
"ASV_184",0,0,0,0,33,0,4,0,0,0,0
"ASV_251",0,0,0,77,0,0,0,0,3,0,0
"ASV_21",0,44,76,0,0,0,115,17,83,17,73
"ASV_693",0,0,0,0,0,0,0,0,0,0,13
"ASV_48",0,0,0,0,103,0,0,0,0,0,0
"ASV_115",0,0,24,36,10,0,6,0,0,15,31
"ASV_634",0,0,14,0,3,0,0,0,0,0,0
"ASV_305",0,0,15,0,3,0,0,3,12,0,0
"ASV_974",0,8,0,0,0,0,0,0,0,0,0
"ASV_620",0,0,0,0,0,0,13,0,0,0,0
"ASV_43",0,14,18,154,32,0,32,0,0,0,0
"ASV_1312",0,0,0,0,0,0,0,0,0,0,3
"ASV_741",0,0,16,0,0,0,0,0,0,0,0
"ASV_1366",0,3,0,0,0,0,0,0,0,0,0
"ASV_451",0,0,0,0,4,0,0,0,0,0,16
"ASV_176",0,15,0,26,8,0,0,0,19,0,0
"ASV_480",0,4,0,0,10,0,0,0,0,0,0
"ASV_636",0,0,0,0,8,0,0,0,0,0,0
"ASV_798",0,0,0,0,5,0,0,0,0,0,0
"ASV_1049",0,0,2,0,0,0,0,0,0,0,4
"ASV_310",0,0,0,0,0,0,0,5,20,0,0
"ASV_611",0,7,9,6,0,0,0,0,0,0,0
"ASV_329",0,4,0,0,17,0,0,0,0,0,0
"ASV_945",0,0,0,0,1,0,0,0,4,0,0
"ASV_1173",0,0,0,0,1,0,0,0,0,0,0
"ASV_1232",0,0,0,0,0,0,2,0,0,0,0
"ASV_885",0,3,0,0,0,0,0,0,0,0,5
"ASV_314",0,0,22,0,0,0,0,0,0,11,21
"ASV_879",0,0,0,0,4,0,0,0,0,0,0
"ASV_1044",0,5,0,3,0,0,0,0,0,0,0
"ASV_783",0,0,0,0,2,0,0,0,0,0,6
"ASV_1271",0,0,0,0,0,0,0,0,2,0,0
"ASV_774",0,2,0,0,0,0,0,1,5,0,0
"ASV_876",0,0,0,0,3,0,0,0,0,0,0
"ASV_855",0,0,2,0,3,0,0,0,0,0,0
"ASV_1634",0,1,0,0,0,0,0,0,0,0,0
"ASV_38",0,19,0,62,10,0,148,0,0,0,0
"ASV_103",0,0,0,0,0,0,0,7,60,0,0
"ASV_96",0,0,0,0,54,0,0,0,0,0,0
"ASV_272",0,0,0,0,0,0,0,2,27,0,0
"ASV_195",0,0,0,0,33,0,0,0,0,0,0
"ASV_498",0,0,10,0,0,0,0,0,0,4,13
"ASV_134",0,0,0,0,0,0,34,5,25,0,0
"ASV_914",0,0,0,0,0,0,0,0,0,0,8
"ASV_1469",0,0,0,0,0,0,0,0,1,0,0
"ASV_1504",0,0,2,0,0,0,0,0,0,0,0
"ASV_439",0,5,0,8,2,0,0,0,4,0,7
"ASV_1489",0,2,0,0,0,0,0,0,0,0,0
"ASV_241",0,15,0,65,0,0,2,0,0,0,0
"ASV_1229",0,0,0,0,2,0,0,0,0,0,0
"ASV_247",0,10,0,4,0,0,6,1,16,2,6
"ASV_470",0,0,0,0,2,0,17,0,0,0,0
"ASV_501",0,0,0,0,0,0,18,0,0,0,0
"ASV_1440",0,0,0,3,0,0,0,0,0,0,0
"ASV_487",0,0,0,0,0,0,0,2,11,0,0
"ASV_578",0,0,0,0,0,0,0,0,11,0,0
"ASV_1077",0,0,3,0,0,0,0,0,0,0,3
"ASV_898",0,0,0,12,0,0,0,0,0,0,0
"ASV_464",0,0,0,0,6,0,0,0,0,0,12
"ASV_1161",0,5,0,0,0,0,0,0,0,0,0
"ASV_1287",0,0,4,0,0,0,0,0,0,0,0
"ASV_356",0,0,1,6,0,0,12,0,8,0,2
"ASV_1464",0,0,0,0,0,0,0,1,0,0,0
"ASV_453",0,0,0,0,12,0,0,0,0,0,0
"ASV_113",0,7,0,0,11,0,55,0,5,0,0
"ASV_980",0,0,0,10,0,0,0,0,0,0,0
"ASV_1584",0,0,0,0,1,0,0,0,0,0,0
"ASV_1288",0,0,0,5,0,0,0,0,0,0,0
"ASV_449",0,4,4,3,2,0,5,0,2,0,2
"ASV_339",0,0,0,0,0,0,5,1,11,0,6
"ASV_1154",0,0,0,0,0,0,0,0,0,0,4
"ASV_1320",0,0,4,0,0,0,0,0,0,0,0
"ASV_1587",0,0,0,0,1,0,0,0,0,0,0
"ASV_1375",0,0,3,0,0,0,0,0,0,0,0
"ASV_582",0,0,8,0,1,0,0,0,0,0,10
"ASV_381",0,16,0,4,6,0,0,0,0,0,6
"ASV_1282",0,0,4,0,0,0,0,0,0,0,0
"ASV_1548",0,0,0,0,0,0,0,0,0,0,2
"ASV_227",0,0,18,60,0,0,0,0,0,0,0
"ASV_61",0,50,18,0,9,0,0,9,45,0,13
"ASV_157",0,0,0,10,22,0,15,0,0,9,9
"ASV_581",0,0,11,15,0,0,0,0,0,0,0
"ASV_647",0,0,0,0,0,0,8,0,3,0,0
"ASV_1093",0,6,0,0,0,0,0,0,0,0,0
"ASV_810",0,0,0,0,0,0,0,0,0,0,10
"ASV_1028",0,0,8,0,0,0,0,0,0,0,0
"ASV_602",0,0,0,0,0,0,0,0,0,3,15
"ASV_954",0,0,0,0,0,0,0,0,4,0,0
"ASV_1341",0,0,0,0,0,0,2,0,0,0,0
"ASV_71",0,0,0,61,16,0,4,9,37,0,0
"ASV_274",0,26,23,0,0,0,0,0,0,0,10
"ASV_1431",0,0,3,0,0,0,0,0,0,0,0
"ASV_31",0,4,0,0,0,0,30,34,135,0,0
"ASV_88",0,0,38,8,2,0,0,0,0,11,57
"ASV_621",0,0,0,0,0,0,0,0,8,0,3
"ASV_891",0,0,0,0,2,0,0,0,1,0,2
"ASV_1299",0,0,0,0,1,0,0,0,0,0,0
"ASV_1297",0,0,0,0,1,0,0,0,0,0,0
"ASV_1192",0,1,0,0,1,0,0,0,1,0,0
"ASV_1570",0,0,0,2,0,0,0,0,0,0,0
"ASV_160",0,9,7,10,7,0,30,2,3,0,0
"ASV_427",0,0,38,0,0,0,0,0,0,0,0
"ASV_514",0,0,0,0,0,0,0,0,13,0,0
"ASV_33",0,0,0,0,43,0,30,11,58,16,50
"ASV_456",0,0,0,0,0,0,0,0,15,0,0
"ASV_845",0,0,0,0,0,0,7,0,0,0,0
"ASV_545",0,0,0,0,2,0,0,2,5,0,3
"ASV_832",0,0,0,0,0,0,3,0,4,0,0
"ASV_237",0,11,0,12,8,0,13,0,0,0,7
"ASV_575",0,0,4,0,0,0,0,0,0,0,14
"ASV_348",0,0,0,29,0,0,0,1,8,0,0
"ASV_478",0,5,0,0,9,0,0,0,0,0,0
"ASV_669",0,0,12,9,0,0,0,0,0,0,0
"ASV_174",0,0,10,0,7,0,1,2,26,0,6
"ASV_441",0,0,0,0,13,0,0,0,0,0,0
"ASV_1158",0,0,0,0,0,0,0,0,0,0,4
"ASV_1065",0,0,0,0,0,0,0,0,3,0,0
"ASV_168",0,0,0,0,11,0,7,6,22,0,0
"ASV_497",0,0,15,0,6,0,0,0,0,0,0
"ASV_672",0,0,0,0,7,0,0,0,0,0,0
"ASV_518",0,0,0,0,0,0,4,0,0,0,16
"ASV_178",0,0,0,0,0,0,38,2,14,0,0
"ASV_297",0,0,0,0,0,0,0,0,27,0,0
"ASV_377",0,0,8,0,5,0,14,0,0,0,0
"ASV_159",0,18,0,37,21,0,0,0,0,0,0
"ASV_83",0,56,0,40,0,0,8,3,29,0,0
"ASV_295",0,0,23,0,6,0,0,0,0,0,15
"ASV_1037",0,0,0,0,0,0,0,0,0,0,6
"ASV_177",0,12,0,0,32,0,0,0,0,0,0
"ASV_112",0,13,0,25,13,0,0,7,26,0,0
"ASV_430",0,0,9,0,6,0,8,0,0,0,0
"ASV_463",0,0,4,0,2,0,0,0,8,0,3
"ASV_1350",0,0,0,0,0,0,0,0,2,0,0
"ASV_1353",0,0,0,0,0,0,0,0,2,0,0
"ASV_265",0,0,9,0,18,0,0,0,0,0,6
"ASV_1272",0,0,0,0,0,0,0,0,0,0,3
"ASV_1092",0,6,0,0,0,0,0,0,0,0,0
"ASV_507",0,14,0,0,5,0,0,0,0,0,0
"ASV_509",0,0,0,0,0,0,0,0,0,0,21
"ASV_695",0,7,0,0,4,0,0,0,0,0,0
"ASV_986",0,0,0,0,3,0,0,0,0,0,0
"ASV_694",0,17,0,0,0,0,0,0,0,0,0
"ASV_180",0,0,6,0,0,0,0,0,0,0,68
"ASV_752",0,0,0,0,6,0,0,0,0,0,0
"ASV_1260",0,0,0,0,2,0,0,0,0,0,0
"ASV_1622",0,0,0,0,0,0,0,0,0,0,1
"ASV_77",0,7,14,11,11,0,38,3,17,0,12
"ASV_734",0,0,0,0,4,0,0,0,2,0,0
"ASV_543",0,0,6,0,7,0,0,0,0,0,0
"ASV_394",0,0,13,0,0,0,3,0,11,0,0
"ASV_673",0,0,0,0,6,0,0,0,0,0,3
"ASV_715",0,0,0,0,3,0,0,0,1,0,4
"ASV_97",0,6,0,5,0,0,0,4,61,0,0
"ASV_1321",0,0,4,0,0,0,0,0,0,0,0
"ASV_100",0,12,8,18,10,0,0,3,21,0,22
"ASV_1143",0,0,0,0,0,0,4,0,0,0,0
"ASV_419",0,0,0,10,6,0,0,0,6,0,0
"ASV_803",0,10,0,0,0,0,0,0,0,0,0
"ASV_655",0,0,20,0,0,0,0,0,0,0,0
"ASV_101",0,0,0,0,7,0,39,4,14,0,16
"ASV_1134",0,0,0,0,2,0,0,0,0,0,0
"ASV_39",0,15,0,7,26,0,33,8,31,14,47
"ASV_955",0,0,0,0,0,0,0,0,4,0,0
"ASV_226",0,24,0,0,15,0,0,0,0,0,8
"ASV_154",0,7,11,6,5,0,5,2,18,0,13
"ASV_1491",0,2,0,0,0,0,0,0,0,0,0
"ASV_1450",0,0,0,0,1,0,0,0,0,0,0
"ASV_164",0,0,16,16,24,0,0,0,5,0,0
"ASV_531",0,0,0,0,0,0,0,0,0,0,8
"ASV_284",0,0,27,0,13,0,0,0,0,0,0
"ASV_550",0,0,26,0,0,0,0,0,0,0,0
"ASV_863",0,0,0,0,0,0,7,0,0,0,0
"ASV_494",0,0,0,0,0,0,0,2,12,0,0
"ASV_1002",0,5,0,3,0,0,0,0,0,0,0
"ASV_409",0,11,13,0,4,0,0,0,0,0,3
"ASV_94",0,0,0,0,0,0,21,13,46,0,0
"ASV_20",0,38,62,60,73,0,69,0,0,19,102
"ASV_86",0,9,0,0,27,0,2,0,18,0,4
"ASV_390",0,0,0,0,0,0,0,2,17,0,0
"ASV_63",0,24,30,8,12,0,33,3,23,0,10
"ASV_373",0,0,0,0,9,0,0,2,6,0,0
"ASV_726",0,12,2,0,0,0,0,0,0,4,0
"ASV_767",0,0,0,0,0,0,0,0,0,0,11
"ASV_67",0,0,9,120,39,0,0,0,0,0,0
"ASV_953",0,0,0,0,0,0,0,0,4,0,0
"ASV_142",0,0,11,41,28,0,0,0,0,0,0
"ASV_193",0,0,38,0,0,0,17,0,4,0,12
"ASV_293",0,17,0,0,8,0,11,0,0,0,0
"ASV_612",0,7,0,17,0,0,0,0,0,0,0
"ASV_1746",0,0,0,0,0,0,0,0,0,2,0
"ASV_1690",1,0,0,0,0,0,0,0,0,0,0
"ASV_1409",2,0,0,0,0,0,0,0,0,0,0
"ASV_1670",0,0,0,0,0,0,0,1,0,0,0
"ASV_1159",4,0,0,0,0,0,0,0,0,0,0
"ASV_527",5,7,0,6,0,0,0,3,0,0,0
"ASV_1091",3,2,0,0,0,0,0,0,0,0,0
"ASV_1747",0,0,0,0,0,0,0,0,0,2,0
"ASV_1485",1,0,0,0,0,0,0,0,0,0,0
"ASV_1745",0,0,0,0,0,0,0,0,0,2,0
"ASV_1592",0,0,0,0,0,1,0,0,0,0,0
"ASV_1553",0,2,0,0,0,0,0,0,0,0,0
"ASV_1693",1,0,0,0,0,0,0,0,0,0,0
"ASV_1753",0,0,0,0,0,0,0,0,0,0,1
"ASV_59",0,3,0,2,4,0,8,11,80,0,5
"ASV_1111",0,0,0,0,0,0,0,0,3,0,0
"ASV_1664",0,0,0,0,0,0,1,0,0,0,0
"ASV_1471",0,0,0,0,0,0,0,0,1,0,0
"ASV_269",0,0,1,28,0,0,0,0,3,12,19
"ASV_1133",0,0,0,0,2,0,0,0,0,0,0
"ASV_420",0,10,0,0,0,0,0,0,0,3,19
"ASV_930",0,0,0,0,0,0,0,0,4,0,0
"ASV_1313",0,0,0,0,0,0,0,0,0,0,3
"ASV_1261",0,0,0,0,0,0,3,0,0,0,0
"ASV_813",0,0,13,0,0,0,0,0,0,0,0
"ASV_258",0,6,0,0,0,0,0,4,19,6,8
"ASV_325",0,0,15,13,4,0,0,0,0,0,6
"ASV_165",0,0,5,0,0,0,0,11,34,0,0
"ASV_76",0,49,4,19,5,0,55,2,5,0,0
"ASV_95",0,19,0,15,29,0,10,2,3,0,12
"ASV_516",0,0,0,0,2,0,0,1,9,0,0
"ASV_981",0,0,0,10,0,0,0,0,0,0,0
"ASV_121",0,0,28,11,11,0,20,2,4,0,8
"ASV_364",0,0,0,0,16,0,0,0,0,0,0
"ASV_56",0,10,0,0,8,0,45,8,28,8,29
"ASV_345",0,0,0,0,0,0,0,5,16,0,0
"ASV_434",0,0,0,0,0,0,0,0,16,0,0
"ASV_766",0,0,0,0,0,0,0,3,4,0,0
"ASV_1178",0,0,0,0,0,0,3,0,0,0,0
"ASV_572",0,10,4,0,3,0,0,0,0,0,0
"ASV_162",0,0,0,10,24,0,0,0,0,0,21
"ASV_1032",0,0,0,0,3,0,0,0,0,0,0
"ASV_683",0,0,0,0,3,0,0,0,4,0,0
"ASV_124",0,0,0,0,0,0,3,11,44,0,0
"ASV_263",0,0,0,0,17,0,0,3,6,0,0
"ASV_60",0,15,21,53,34,0,0,0,0,0,41
"ASV_577",0,0,0,0,9,0,0,0,0,0,0
"ASV_318",0,0,0,0,16,0,0,0,3,0,0
"ASV_997",0,0,0,0,0,0,0,0,0,0,6
"ASV_1493",0,0,2,0,0,0,0,0,0,0,0
"ASV_988",0,0,0,0,3,0,0,0,0,0,0
"ASV_1025",0,7,0,0,0,0,0,0,0,0,0
"ASV_183",0,9,17,0,14,0,0,0,15,0,0
"ASV_499",0,0,0,0,11,0,0,0,0,0,0
"ASV_156",0,9,0,0,9,0,0,5,23,0,0
"ASV_407",0,0,0,9,8,0,4,0,0,0,3
"ASV_467",0,0,0,0,0,0,0,0,15,0,0
"ASV_837",0,0,5,9,0,0,0,0,0,0,0
"ASV_1257",0,0,0,0,2,0,0,0,0,0,0
"ASV_1079",0,0,0,0,1,0,0,0,0,0,0
"ASV_946",0,0,0,0,1,0,2,0,0,0,3
"ASV_411",0,0,0,0,2,0,0,2,10,0,6
"ASV_659",0,0,0,0,0,0,0,0,0,0,14
"ASV_1001",0,8,0,0,0,0,0,0,0,0,0
"ASV_922",0,0,3,0,3,0,0,0,0,0,0
"ASV_548",0,13,0,0,0,0,2,0,0,0,0
"ASV_558",0,0,0,9,0,0,10,0,0,0,0
"ASV_1355",0,0,0,0,0,0,0,0,0,2,2
"ASV_1094",0,0,7,0,0,0,0,0,0,0,0
"ASV_1336",0,0,0,0,0,0,2,0,0,0,0
"ASV_266",0,0,3,0,10,0,20,0,0,0,0
"ASV_1513",0,0,0,3,0,0,0,0,0,0,0
"ASV_200",0,9,0,7,9,0,8,2,5,0,12
"ASV_254",0,0,0,16,2,0,6,1,3,8,21
"ASV_371",0,11,0,0,8,0,6,0,0,0,0
"ASV_1691",1,0,0,0,0,0,0,0,0,0,0
"ASV_1700",0,1,0,0,0,0,0,0,0,0,0
"ASV_433",0,0,0,0,0,0,14,1,4,0,0
"ASV_256",0,0,0,0,0,0,4,2,15,0,18
"ASV_175",0,30,0,19,6,0,14,0,0,0,11
"ASV_428",0,0,18,0,0,0,0,0,0,0,0
"ASV_519",0,0,0,0,0,0,0,3,10,0,0
"ASV_919",0,2,0,0,0,0,0,0,4,0,0
"ASV_1098",0,0,0,8,0,0,0,0,0,0,0
"ASV_363",0,0,0,0,16,0,0,0,0,0,0
"ASV_303",0,0,30,0,10,0,0,0,0,0,0
"ASV_376",0,0,45,0,0,0,0,0,0,0,0
"ASV_640",0,4,0,13,2,0,0,0,0,0,0
